ID,city,postcode,state
3181,BELVIDERE,5255,SA
3182,BLETCHLEY,5255,SA
3183,FINNISS,5255,SA
3184,GEMMELLS,5255,SA
3185,HARTLEY,5255,SA
3186,HIGHLAND VALLEY,5255,SA
3187,LAKE PLAINS,5255,SA
3188,LANGHORNE CREEK,5255,SA
3189,MOUNT OBSERVATION,5255,SA
3190,MULGUNDAWA,5255,SA
3191,NALPA,5255,SA
3192,RED CREEK,5255,SA
3193,SALEM,5255,SA
3194,SANDERGROVE,5255,SA
3195,STRATHALBYN,5255,SA
3196,TOOPERANG,5255,SA
3197,WILLYAROO,5255,SA
3198,WOODCHESTER,5255,SA
3199,CLAYTON BAY,5256,SA
3200,MILANG,5256,SA
3201,NURRAGI,5256,SA
3202,POINT STURT,5256,SA
3203,TOLDEROL,5256,SA
3204,ASHVILLE,5259,SA
3205,JERVOIS,5259,SA
3206,KEPA,5259,SA
3207,MALINONG,5259,SA
3208,NARRUNG,5259,SA
3209,NATURI,5259,SA
3210,POINT MCLEAY,5259,SA
3211,POLTALLOCH,5259,SA
3212,RAUKKAN,5259,SA
3213,TAILEM BEND,5259,SA
3214,WELLINGTON,5259,SA
3215,WELLINGTON EAST,5259,SA
3216,ELWOMPLE,5260,SA
3217,TAILEM BEND,5260,SA
3218,COOKE PLAINS,5261,SA
3219,COOMANDOOK,5261,SA
3220,CULBURRA,5261,SA
3221,KI KI,5261,SA
3222,YUMALI,5261,SA
3223,BINNUM,5262,SA
3224,FRANCES,5262,SA
3225,HYNAM,5262,SA
3226,KYBYBOLITE,5262,SA
3227,COONAWARRA,5263,SA
3228,COORONG,5264,SA
3229,MENINGIE,5264,SA
3230,MENINGIE EAST,5264,SA
3231,MENINGIE WEST,5264,SA
3232,POLICEMAN POINT,5264,SA
3233,SALT CREEK,5264,SA
3234,WALTOWA,5264,SA
3235,COONALPYN,5265,SA
3236,FIELD,5265,SA
3237,BUNBURY,5266,SA
3238,COLEBATCH,5266,SA
3239,DEEPWATER,5266,SA
3240,TINTINARA,5266,SA
3241,BRIMBAGO,5267,SA
3242,COOMBE,5267,SA
3243,KEITH,5267,SA
3244,LAFFER,5267,SA
3245,MAKIN,5267,SA
3246,MCCALLUM,5267,SA
3247,MOUNT CHARLES,5267,SA
3248,PETHERICK,5267,SA
3249,SHAUGH,5267,SA
3250,SHERWOOD,5267,SA
3251,WILLALOOKA,5267,SA
3252,WIRREGA,5267,SA
3253,BANGHAM,5268,SA
3254,BORDERTOWN,5268,SA
3255,BORDERTOWN SOUTH,5268,SA
3256,CANNAWIGARA,5268,SA
3257,LOWAN VALE,5268,SA
3258,POOGINAGORIC,5268,SA
3259,SENIOR,5268,SA
3260,WESTERN FLAT,5268,SA
3261,CUSTON,5269,SA
3262,PINE HILL,5269,SA
3263,WOLSELEY,5269,SA
3264,BUCKINGHAM,5270,SA
3265,CAREW,5270,SA
3266,KONGAL,5270,SA
3267,MUNDULLA,5270,SA
3268,MUNDULLA WEST,5270,SA
3269,SWEDE FLAT,5270,SA
3270,BOOL LAGOON,5271,SA
3271,CADGEE,5271,SA
3272,JOANNA,5271,SA
3273,KEPPOCH,5271,SA
3274,KOPPAMURRA,5271,SA
3275,LAURIE PARK,5271,SA
3276,LOCHABER,5271,SA
3277,MARCOLLAT,5271,SA
3278,MOUNT LIGHT,5271,SA
3279,MOYHALL,5271,SA
3280,NARACOORTE,5271,SA
3281,PADTHAWAY,5271,SA
3282,SPENCE,5271,SA
3283,STEWART RANGE,5271,SA
3284,STRUAN,5271,SA
3285,THE GAP,5271,SA
3286,WILD DOG VALLEY,5271,SA
3287,WRATTONBULLY,5271,SA
3288,COLES,5272,SA
3289,CONMURRA,5272,SA
3290,FOX,5272,SA
3291,GREENWAYS,5272,SA
3292,LUCINDALE,5272,SA
3293,WOOLUMBOOL,5272,SA
3294,AVENUE RANGE,5273,SA
3295,BLACKFORD,5275,SA
3296,BOATSWAIN POINT,5275,SA
3297,CAPE JAFFA,5275,SA
3298,KEILIRA,5275,SA
3299,KINGSTON SE,5275,SA
3300,MOUNT BENSON,5275,SA
3301,PINKS BEACH,5275,SA
3302,REEDY CREEK,5275,SA
3303,ROSETOWN,5275,SA
3304,SANDY GROVE,5275,SA
3305,TARATAP,5275,SA
3306,TILLEY SWAMP,5275,SA
3307,WANGOLINA,5275,SA
3308,WEST RANGE,5275,SA
3309,WYOMI,5275,SA
3310,BRAY,5276,SA
3311,NORA CREINA,5276,SA
3312,ROBE,5276,SA
3313,COMAUM,5277,SA
3314,GLENROY,5277,SA
3315,MAAOUPE,5277,SA
3316,MONBULLA,5277,SA
3317,NANGWARRY,5277,SA
3318,PENOLA,5277,SA
3319,PLEASANT PARK,5277,SA
3320,TARPEENA,5277,SA
3321,KALANGADOO,5278,SA
3322,KRONGART,5278,SA
3323,MOERLONG,5278,SA
3324,WEPAR,5278,SA
3325,KOORINE,5279,SA
3326,MOUNT BURR,5279,SA
3327,MOUNT MCINTYRE,5279,SA
3328,SHORT,5279,SA
3329,TRIHI,5279,SA
3330,WATTLE RANGE EAST,5279,SA
3331,BEACHPORT,5280,SA
3332,CLAY WELLS,5280,SA
3333,FURNER,5280,SA
3334,GERMAN CREEK,5280,SA
3335,GERMAN FLAT,5280,SA
3336,HATHERLEIGH,5280,SA
3337,KANGAROO INN,5280,SA
3338,MAGAREY,5280,SA
3339,MILLICENT,5280,SA
3340,RENDELSHAM,5280,SA
3341,ROCKY CAMP,5280,SA
3342,SEBASTOPOL,5280,SA
3343,SOUTHEND,5280,SA
3344,TANTANOOLA,5280,SA
3345,THORNLEA,5280,SA
3346,WATTLE RANGE,5280,SA
3347,MOUNT GAMBIER,5290,SA
3348,MOUNT GAMBIER DC,5290,SA
3349,ALLENDALE EAST,5291,SA
3350,BLACKFELLOWS CAVES,5291,SA
3351,BURRUNGULE,5291,SA
3352,CANUNDA,5291,SA
3353,CAPE DOUGLAS,5291,SA
3354,CAROLINE,5291,SA
3355,CARPENTER ROCKS,5291,SA
3356,CAVETON,5291,SA
3357,COMPTON,5291,SA
3358,DISMAL SWAMP,5291,SA
3359,DONOVANS,5291,SA
3360,EIGHT MILE CREEK,5291,SA
3361,GLENBURNIE,5291,SA
3362,GLENCOE,5291,SA
3363,GLENCOE WEST,5291,SA
3364,KONGORONG,5291,SA
3365,MIL LEL,5291,SA
3366,MINGBOOL,5291,SA
3367,MOORAK,5291,SA
3368,MOUNT GAMBIER,5291,SA
3369,MOUNT GAMBIER EAST,5291,SA
3370,MOUNT GAMBIER WEST,5291,SA
3371,MOUNT SCHANK,5291,SA
3372,NENE VALLEY,5291,SA
3373,OB FLAT,5291,SA
3374,PELICAN POINT,5291,SA
3375,PORT MACDONNELL,5291,SA
3376,RACECOURSE BAY,5291,SA
3377,SQUARE MILE,5291,SA
3378,SUTTONTOWN,5291,SA
3379,WANDILO,5291,SA
3380,WORROLONG,5291,SA
3381,WYE,5291,SA
3382,YAHL,5291,SA
3383,CARCUMA,5301,SA
3384,GERANIUM,5301,SA
3385,JABUK,5301,SA
3386,MOORLANDS,5301,SA
3387,NETHERTON,5301,SA
3388,PARRAKIE,5301,SA
3389,PEAKE,5301,SA
3390,SHERLOCK,5301,SA
3391,WILKAWATT,5301,SA
3392,LAMEROO,5302,SA
3393,NGARKAT,5302,SA
3394,PARILLA,5303,SA
3395,KRINGIN,5304,SA
3396,PEEBINGA,5304,SA
3397,PINNAROO,5304,SA
3398,WYNARKA,5306,SA
3399,KAROONDA,5307,SA
3400,KARTE,5307,SA
3401,KULKAMI,5307,SA
3402,MARAMA,5307,SA
3403,MOOTATUNGA,5307,SA
3404,COPEVILLE,5308,SA
3405,GALGA,5308,SA
3406,KALYAN,5308,SA
3407,MANTUNG,5308,SA
3408,MERCUNDA,5308,SA
3409,PERPONDA,5308,SA
3410,BORRIKA,5309,SA
3411,HALIDON,5309,SA
3412,MINDARIE,5309,SA
3413,SANDALWOOD,5309,SA
3414,CALIPH,5310,SA
3415,WANBI,5310,SA
3416,ALAWOONA,5311,SA
3417,BILLIATT,5311,SA
3418,BUGLE HUT,5311,SA
3419,MAGGEA,5311,SA
3420,MALPAS,5311,SA
3421,MERIBAH,5311,SA
3422,PARUNA,5311,SA
3423,SCHELL WELL,5311,SA
3424,TALDRA,5311,SA
3425,TAPLAN,5311,SA
3426,VEITCH,5311,SA
3427,WOODLEIGH,5311,SA
3428,WUNKAR,5311,SA
3429,BEATTY,5320,SA
3430,BEAUMONTS,5320,SA
3431,BRENDA PARK,5320,SA
3432,BUNDEY,5320,SA
3433,EBA,5320,SA
3434,LINDLEY,5320,SA
3435,MAUDE,5320,SA
3436,MORGAN,5320,SA
3437,MORPHETTS FLAT,5320,SA
3438,MURBKO,5320,SA
3439,NORTH WEST BEND,5320,SA
3440,STUART,5320,SA
3441,WOMBATS REST,5320,SA
3442,CADELL,5321,SA
3443,CADELL LAGOON,5321,SA
3444,GOLDEN HEIGHTS,5322,SA
3445,QUALCO,5322,SA
3446,RAMCO,5322,SA
3447,RAMCO HEIGHTS,5322,SA
3448,SUNLANDS,5322,SA
3449,BOOLGUN,5330,SA
3450,DEVLINS POUND,5330,SA
3451,GOOD HOPE LANDING,5330,SA
3452,HOLDER,5330,SA
3453,HOLDER SIDING,5330,SA
3454,KANNI,5330,SA
3455,LOWBANK,5330,SA
3456,MARKARANKA,5330,SA
3457,OVERLAND CORNER,5330,SA
3458,POOGINOOK,5330,SA
3459,STOCKYARD PLAIN,5330,SA
3460,TAYLORVILLE,5330,SA
3461,WAIKERIE,5330,SA
3462,WOOLPUNDA,5330,SA
3463,KINGSTON ON MURRAY,5331,SA
3464,MOOROOK,5332,SA
3465,MOOROOK SOUTH,5332,SA
3466,WAPPILKA,5332,SA
3467,YINKANIE,5332,SA
3468,BOOKPURNONG,5333,SA
3469,LOXTON,5333,SA
3470,LOXTON NORTH,5333,SA
3471,NEW RESIDENCE,5333,SA
3472,PATA,5333,SA
3473,PYAP,5333,SA
3474,PYAP WEST,5333,SA
3475,MUNDIC CREEK,5340,SA
3476,MURTHO,5340,SA
3477,PARINGA,5340,SA
3478,PIKE RIVER,5340,SA
3479,WONUARRA,5340,SA
3480,YAMBA,5340,SA
3481,CHAFFEY,5341,SA
3482,COOLTONG,5341,SA
3483,CRESCENT,5341,SA
3484,OLD CALPERUM,5341,SA
3485,RENMARK,5341,SA
3486,RENMARK NORTH,5341,SA
3487,RENMARK SOUTH,5341,SA
3488,RENMARK WEST,5341,SA
3489,MONASH,5342,SA
3490,BERRI,5343,SA
3491,GERARD,5343,SA
3492,GURRA GURRA,5343,SA
3493,KATARAPKO,5343,SA
3494,LYRUP,5343,SA
3495,WINKIE,5343,SA
3496,GLOSSOP,5344,SA
3497,BARMERA,5345,SA
3498,LOVEDAY,5345,SA
3499,SPECTACLE LAKE,5345,SA
3500,COBDOGLA,5346,SA
3501,ROSEDALE,5350,SA
3502,SANDY CREEK,5350,SA
3503,ALTONA,5351,SA
3504,BAROSSA GOLDFIELDS,5351,SA
3505,COCKATOO VALLEY,5351,SA
3506,LYNDOCH,5351,SA
3507,MOUNT CRAWFORD,5351,SA
3508,PEWSEY VALE,5351,SA
3509,WILLIAMSTOWN,5351,SA
3510,BETHANY,5352,SA
3511,GOMERSAL,5352,SA
3512,KRONDORF,5352,SA
3513,ROWLAND FLAT,5352,SA
3514,STONE WELL,5352,SA
3515,TANUNDA,5352,SA
3516,VINE VALE,5352,SA
3517,ANGASTON,5353,SA
3518,BLACK HILL,5353,SA
3519,CAMBRAI,5353,SA
3520,FLAXMAN VALLEY,5353,SA
3521,KEYNETON,5353,SA
3522,KONGOLIA,5353,SA
3523,MOCULTA,5353,SA
3524,MOUNT MCKENZIE,5353,SA
3525,PENRICE,5353,SA
3526,SEDAN,5353,SA
3527,TOWITTA,5353,SA
3528,BAKARA,5354,SA
3529,BAKARA WELL,5354,SA
3530,FISHER,5354,SA
3531,GREENWAYS LANDING,5354,SA
3532,LANGS LANDING,5354,SA
3533,MARKS LANDING,5354,SA
3534,NAIDIA,5354,SA
3535,PUNYELROO,5354,SA
3536,SUNNYDALE,5354,SA
3537,SWAN REACH,5354,SA
3538,DAVEYSTON,5355,SA
3539,EBENEZER,5355,SA
3540,LIGHT PASS,5355,SA
3541,MARANANGA,5355,SA
3542,MOPPA,5355,SA
3543,NURIOOTPA,5355,SA
3544,SEPPELTSFIELD,5355,SA
3545,STOCKWELL,5355,SA
3546,ANNADALE,5356,SA
3547,DUTTON,5356,SA
3548,DUTTON EAST,5356,SA
3549,SANDLETON,5356,SA
3550,ST KITTS,5356,SA
3551,STEINFELD,5356,SA
3552,TRURO,5356,SA
3553,BLANCHETOWN,5357,SA
3554,MCBEAN POUND,5357,SA
3555,NEW WELL,5357,SA
3556,NOTTS WELL,5357,SA
3557,PAISLEY,5357,SA
3558,WIGLEY FLAT,5357,SA
3559,GREENOCK,5360,SA
3560,NAIN,5360,SA
3561,MORN HILL,5371,SA
3562,ROSEWORTHY,5371,SA
3563,SHEA-OAK LOG,5371,SA
3564,TEMPLERS,5371,SA
3565,FREELING,5372,SA
3566,ALLENDALE NORTH,5373,SA
3567,BAGOT WELL,5373,SA
3568,BETHEL,5373,SA
3569,FORDS,5373,SA
3570,HAMILTON,5373,SA
3571,KAPUNDA,5373,SA
3572,KOONUNGA,5373,SA
3573,ST JOHNS,5373,SA
3574,AUSTRALIA PLAINS,5374,SA
3575,BOWER,5374,SA
3576,BROWNLOW,5374,SA
3577,BUCHANAN,5374,SA
3578,EUDUNDA,5374,SA
3579,FRANKTON,5374,SA
3580,HAMPDEN,5374,SA
3581,HANSBOROUGH,5374,SA
3582,JULIA,5374,SA
3583,MOUNT MARY,5374,SA
3584,NEALES FLAT,5374,SA
3585,NGAPALA,5374,SA
3586,PEEP HILL,5374,SA
3587,POINT PASS,5374,SA
3588,SUTHERLANDS,5374,SA
3589,BRADY CREEK,5381,SA
3590,BRIGHT,5381,SA
3591,EMU DOWNS,5381,SA
3592,GERANIUM PLAINS,5381,SA
3593,HALLELUJAH HILLS,5381,SA
3594,ROBERTSTOWN,5381,SA
3595,ROCKY PLAIN,5381,SA
3596,WORLDS END,5381,SA
3597,WORLDS END CREEK,5381,SA
3598,MAGDALLA,5400,SA
3599,PINKERTON PLAINS,5400,SA
3600,WASLEYS,5400,SA
3601,WOOLSHEDS,5400,SA
3602,ALMA,5401,SA
3603,HAMLEY BRIDGE,5401,SA
3604,SALTER SPRINGS,5401,SA
3605,LINWOOD,5410,SA
3606,STOCKPORT,5410,SA
3607,GILES CORNER,5411,SA
3608,TARLEE,5411,SA
3609,NAVAN,5412,SA
3610,RHYNIE,5412,SA
3611,RIVERTON,5412,SA
3612,WOOLSHED FLAT,5412,SA
3613,APOINGA,5413,SA
3614,BLACK SPRINGS,5413,SA
3615,MARRABEL,5413,SA
3616,SADDLEWORTH,5413,SA
3617,STEELTON,5413,SA
3618,TARNMA,5413,SA
3619,TOTHILL BELT,5413,SA
3620,TOTHILL CREEK,5413,SA
3621,WATERLOO,5413,SA
3622,MANOORA,5414,SA
3623,MINTARO,5415,SA
3624,STANLEY,5415,SA
3625,FARRELL FLAT,5416,SA
3626,PORTER LAGOON,5416,SA
3627,BALDINA,5417,SA
3628,BOOBOROWIE,5417,SA
3629,BURRA,5417,SA
3630,BURRA EASTERN DISTRICTS,5417,SA
3631,GUM CREEK,5417,SA
3632,HANSON,5417,SA
3633,KOONOONA,5417,SA
3634,LEIGHTON,5417,SA
3635,MONGOLATA,5417,SA
3636,NORTH BOOBOROWIE,5417,SA
3637,COLLINSVILLE,5418,SA
3638,MOUNT BRYAN,5418,SA
3639,CANOWIE,5419,SA
3640,HALLETT,5419,SA
3641,MOUNT BRYAN EAST,5419,SA
3642,PINE CREEK,5419,SA
3643,ULOOLOO,5419,SA
3644,WILLALO,5419,SA
3645,WONNA,5419,SA
3646,CANOWIE BELT,5420,SA
3647,WHYTE YARCOWIE,5420,SA
3648,FRANKLYN,5421,SA
3649,TEROWIE,5421,SA
3650,CAVENAGH,5422,SA
3651,DAWSON,5422,SA
3652,ERSKINE,5422,SA
3653,HARDY,5422,SA
3654,MANNANARIE,5422,SA
3655,MINVALARA,5422,SA
3656,OODLA WIRRA,5422,SA
3657,PARATOO,5422,SA
3658,PARNAROO,5422,SA
3659,PETERBOROUGH,5422,SA
3660,SUNNYBRAE,5422,SA
3661,UCOLTA,5422,SA
3662,YATINA,5422,SA
3663,AMYTON,5431,SA
3664,BLACK ROCK,5431,SA
3665,COOMOOROO,5431,SA
3666,EURELIA,5431,SA
3667,HAMMOND,5431,SA
3668,JOHNBURGH,5431,SA
3669,MINBURRA,5431,SA
3670,MORCHARD,5431,SA
3671,ORROROO,5431,SA
3672,PEKINA,5431,SA
3673,TARCOWIE,5431,SA
3674,WALLOWAY,5431,SA
3675,WILLOWIE,5431,SA
3676,YALPARA,5431,SA
3677,BELTON,5432,SA
3678,CARRIETON,5432,SA
3679,CRADOCK,5432,SA
3680,MOOCKRA,5432,SA
3681,YANYARRIE,5432,SA
3682,BRUCE,5433,SA
3683,QUORN,5433,SA
3684,SALTIA,5433,SA
3685,STEPHENSTON,5433,SA
3686,WILLOCHRA,5433,SA
3687,YARRAH,5433,SA
3688,BARNDIOOTA,5434,SA
3689,HAWKER,5434,SA
3690,KANYAKA,5434,SA
3691,COCKBURN,5440,SA
3692,MANNA HILL,5440,SA
3693,MINGARY,5440,SA
3694,NACKARA,5440,SA
3695,OLARY,5440,SA
3696,WAUKARINGA,5440,SA
3697,YUNTA,5440,SA
3698,AUBURN,5451,SA
3699,UNDALYA,5451,SA
3700,LEASINGHAM,5452,SA
3701,WATERVALE,5452,SA
3702,ARMAGH,5453,SA
3703,BARINIA,5453,SA
3704,BENBOURNIE,5453,SA
3705,BOCONNOC PARK,5453,SA
3706,CLARE,5453,SA
3707,EMU FLAT,5453,SA
3708,GILLENTOWN,5453,SA
3709,HILL RIVER,5453,SA
3710,HOYLETON,5453,SA
3711,KYBUNGA,5453,SA
3712,PENWORTHAM,5453,SA
3713,POLISH HILL RIVER,5453,SA
3714,SEVENHILL,5453,SA
3715,SPRING FARM,5453,SA
3716,SPRING GULLY,5453,SA
3717,STANLEY FLAT,5453,SA
3718,ANDREWS,5454,SA
3719,BROUGHTON RIVER VALLEY,5454,SA
3720,EUROMINA,5454,SA
3721,HACKLINS CORNER,5454,SA
3722,MAYFIELD,5454,SA
3723,SPALDING,5454,SA
3724,WASHPOOL,5454,SA
3725,HILLTOWN,5455,SA
3726,BARABBA,5460,SA
3727,OWEN,5460,SA
3728,PINERY,5460,SA
3729,STOCKYARD CREEK,5460,SA
3730,BALAKLAVA,5461,SA
3731,BOWILLIA,5461,SA
3732,DALKEY,5461,SA
3733,ERITH,5461,SA
3734,EVERARD CENTRAL,5461,SA
3735,GOYDER,5461,SA
3736,HALBURY,5461,SA
3737,HOSKIN CORNER,5461,SA
3738,MOUNT TEMPLETON,5461,SA
3739,SAINTS,5461,SA
3740,STOW,5461,SA
3741,WATCHMAN,5461,SA
3742,WHITWARTA,5461,SA
3743,BLYTH,5462,SA
3744,ANAMA,5464,SA
3745,BRINKWORTH,5464,SA
3746,BUNGAREE,5464,SA
3747,CONDOWIE,5464,SA
3748,HART,5464,SA
3749,KOOLUNGA,5464,SA
3750,MAROLA,5464,SA
3751,ROCHESTER,5464,SA
3752,YACKA,5470,SA
3753,GULNARE,5471,SA
3754,GEORGETOWN,5472,SA
3755,GLADSTONE,5473,SA
3756,APPILA,5480,SA
3757,LAURA,5480,SA
3758,STONE HUT,5480,SA
3759,BANGOR,5481,SA
3760,MURRAY TOWN,5481,SA
3761,WIRRABARA,5481,SA
3762,WONGYARRA,5481,SA
3763,BOOLEROO CENTRE,5482,SA
3764,WEPOWIE,5482,SA
3765,MELROSE,5483,SA
3766,WILMINGTON,5485,SA
3767,CALTOWIE,5490,SA
3768,CALTOWIE NORTH,5490,SA
3769,CALTOWIE WEST,5490,SA
3770,BELALIE EAST,5491,SA
3771,BELALIE NORTH,5491,SA
3772,BUNDALEER GARDENS,5491,SA
3773,BUNDALEER NORTH,5491,SA
3774,HORNSDALE,5491,SA
3775,JAMESTOWN,5491,SA
3776,WEST BUNDALEER,5491,SA
3777,YONGALA,5493,SA
3778,BAROOTA,5495,SA
3779,GERMEIN BAY,5495,SA
3780,MAMBRAY CREEK,5495,SA
3781,NECTAR BROOK,5495,SA
3782,PORT FLINDERS,5495,SA
3783,PORT GERMEIN,5495,SA
3784,AVON,5501,SA
3785,CALOMBA,5501,SA
3786,DUBLIN,5501,SA
3787,LEWISTON,5501,SA
3788,LONG PLAINS,5501,SA
3789,LOWER LIGHT,5501,SA
3790,MIDDLE BEACH,5501,SA
3791,PARHAM,5501,SA
3792,PORT GAWLER,5501,SA
3793,THOMPSON BEACH,5501,SA
3794,TWO WELLS,5501,SA
3795,WEBB BEACH,5501,SA
3796,WILD HORSE PLAINS,5501,SA
3797,WINDSOR,5501,SA
3798,FISCHER,5502,SA
3799,GRACE PLAINS,5502,SA
3800,KORUNYE,5502,SA
3801,MALLALA,5502,SA
3802,REDBANKS,5502,SA
3803,REEVES PLAINS,5502,SA
3804,LOCHIEL,5510,SA
3805,BARUNGA GAP,5520,SA
3806,BUMBUNGA,5520,SA
3807,BURNSFIELD,5520,SA
3808,GLEESON HILL,5520,SA
3809,SNOWTOWN,5520,SA
3810,WOKURNA,5520,SA
3811,REDHILL,5521,SA
3812,FISHERMAN BAY,5522,SA
3813,LOWER BROUGHTON,5522,SA
3814,PORT BROUGHTON,5522,SA
3815,WARD HILL,5522,SA
3816,BEETALOO,5523,SA
3817,CLEMENTS GAP,5523,SA
3818,CRYSTAL BROOK,5523,SA
3819,HUDDLESTON,5523,SA
3820,MERRITON,5523,SA
3821,NARRIDY,5523,SA
3822,NUROM,5523,SA
3823,WANDEARAH,5523,SA
3824,WANDEARAH EAST,5523,SA
3825,WANDEARAH WEST,5523,SA
3826,BUNGAMA,5540,SA
3827,COONAMIA,5540,SA
3828,NAPPERBY,5540,SA
3829,NELSHABY,5540,SA
3830,PIRIE EAST,5540,SA
3831,PORT DAVIS,5540,SA
3832,PORT PIRIE,5540,SA
3833,PORT PIRIE SOUTH,5540,SA
3834,PORT PIRIE WEST,5540,SA
3835,RISDON PARK,5540,SA
3836,RISDON PARK SOUTH,5540,SA
3837,SOLOMONTOWN,5540,SA
3838,TELOWIE,5540,SA
3839,WARNERTOWN,5540,SA
3840,BEAUFORT,5550,SA
3841,BOWMANS,5550,SA
3842,INKERMAN,5550,SA
3843,KALLORA,5550,SA
3844,NANTAWARRA,5550,SA
3845,PORT WAKEFIELD,5550,SA
3846,PROOF RANGE,5550,SA
3847,SOUTH HUMMOCKS,5550,SA
3848,KAINTON,5552,SA
3849,PASKEVILLE,5552,SA
3850,SUNNYVALE,5552,SA
3851,THRINGTON,5552,SA
3852,BOORS PLAIN,5554,SA
3853,CUNLIFFE,5554,SA
3854,JERICHO,5554,SA
3855,JERUSALEM,5554,SA
3856,KADINA,5554,SA
3857,MATTA FLAT,5554,SA
3858,NEW TOWN,5554,SA
3859,THOMAS PLAIN,5554,SA
3860,WALLAROO MINES,5554,SA
3861,WILLAMULKA,5554,SA
3862,ALFORD,5555,SA
3863,COLLINSFIELD,5555,SA
3864,DOWLING,5555,SA
3865,DOWLINGVILLE,5555,SA
3866,HOPE GAP,5555,SA
3867,KULPARA,5555,SA
3868,LAKE VIEW,5555,SA
3869,MELTON,5555,SA
3870,MUNDOORA,5555,SA
3871,TICKERA,5555,SA
3872,WINULTA,5555,SA
3873,NORTH BEACH,5556,SA
3874,WALLAROO,5556,SA
3875,WALLAROO PLAIN,5556,SA
3876,WARBURTO,5556,SA
3877,AGERY,5558,SA
3878,CROSS ROADS,5558,SA
3879,EAST MOONTA,5558,SA
3880,HAMLEY,5558,SA
3881,KOOROONA,5558,SA
3882,MOONTA,5558,SA
3883,MOONTA BAY,5558,SA
3884,MOONTA MINES,5558,SA
3885,NALYAPPA,5558,SA
3886,NORTH MOONTA,5558,SA
3887,NORTH YELTA,5558,SA
3888,PARAMATTA,5558,SA
3889,PORT HUGHES,5558,SA
3890,YELTA,5558,SA
3891,BUTE,5560,SA
3892,NINNES,5560,SA
3893,CLINTON,5570,SA
3894,CLINTON CENTRE,5570,SA
3895,PORT CLINTON,5570,SA
3896,PRICE,5570,SA
3897,ARDROSSAN,5571,SA
3898,BLACK POINT,5571,SA
3899,CUNNINGHAM,5571,SA
3900,JAMES WELL,5571,SA
3901,PETERSVILLE,5571,SA
3902,PINE POINT,5571,SA
3903,ROGUES POINT,5571,SA
3904,SANDILANDS,5571,SA
3905,TIDDY WIDDY BEACH,5571,SA
3906,ARTHURTON,5572,SA
3907,PORT ARTHUR,5572,SA
3908,BALGOWAN,5573,SA
3909,CHINAMAN WELLS,5573,SA
3910,MAITLAND,5573,SA
3911,POINT PEARCE,5573,SA
3912,PORT VICTORIA,5573,SA
3913,SOUTH KILKERRAN,5573,SA
3914,URANIA,5573,SA
3915,WAURALTEE,5573,SA
3916,WEETULTA,5573,SA
3917,YORKE VALLEY,5573,SA
3918,BLUFF BEACH,5575,SA
3919,BRENTWOOD,5575,SA
3920,CORNY POINT,5575,SA
3921,COUCH BEACH,5575,SA
3922,HARDWICKE BAY,5575,SA
3923,KOOLYWURTIE,5575,SA
3924,MARION BAY,5575,SA
3925,MINLATON,5575,SA
3926,POINT SOUTTAR,5575,SA
3927,POINT TURTON,5575,SA
3928,PORT JULIA,5575,SA
3929,PORT RICKABY,5575,SA
3930,RAMSAY,5575,SA
3931,STENHOUSE BAY,5575,SA
3932,THE PINES,5575,SA
3933,WHITE HUT,5575,SA
3934,WOOL BAY,5575,SA
3935,HONITON,5576,SA
3936,PORT MOOROWIE,5576,SA
3937,YORKETOWN,5576,SA
3938,FOUL BAY,5577,SA
3939,INNESTON,5577,SA
3940,WAROOKA,5577,SA
3941,CURRAMULKA,5580,SA
3942,PORT VINCENT,5581,SA
3943,SHEAOAK FLAT,5581,SA
3944,PORT GILES,5582,SA
3945,STANSBURY,5582,SA
3946,COOBOWIE,5583,SA
3947,EDITHBURGH,5583,SA
3948,BACKY POINT,5600,SA
3949,CULTANA,5600,SA
3950,DOUGLAS POINT,5600,SA
3951,DOUGLAS POINT SOUTH,5600,SA
3952,FALSE BAY,5600,SA
3953,FITZGERALD BAY,5600,SA
3954,IRON BARON,5600,SA
3955,MULLAQUANA,5600,SA
3956,POINT LOWLY,5600,SA
3957,POINT LOWLY NORTH,5600,SA
3958,PORT BONYTHON,5600,SA
3959,WHYALLA,5600,SA
3960,WHYALLA DC,5600,SA
3961,WHYALLA PLAYFORD,5600,SA
3962,IRON KNOB,5601,SA
3963,COWELL,5602,SA
3964,LUCKY BAY,5602,SA
3965,MANGALO,5602,SA
3966,MIDGEE,5602,SA
3967,MILTALIE,5602,SA
3968,MINBRIE,5602,SA
3969,MITCHELLVILLE,5602,SA
3970,PORT GIBBON,5602,SA
3971,ARNO BAY,5603,SA
3972,HINCKS,5603,SA
3973,VERRAN,5603,SA
3974,WHARMINDA,5603,SA
3975,PORT NEILL,5604,SA
3976,BUTLER,5605,SA
3977,TUMBY BAY,5605,SA
3978,KIRTON POINT,5606,SA
3979,PORT LINCOLN,5606,SA
3980,BOSTON,5607,SA
3981,BROOKER,5607,SA
3982,CHARLTON GULLY,5607,SA
3983,COFFIN BAY,5607,SA
3984,COOMUNGA,5607,SA
3985,COULTA,5607,SA
3986,DUCK PONDS,5607,SA
3987,FARM BEACH,5607,SA
3988,FOUNTAIN,5607,SA
3989,GREEN PATCH,5607,SA
3990,HAWSON,5607,SA
3991,KARKOO,5607,SA
3992,KELLIDIE BAY,5607,SA
3993,KIANA,5607,SA
