ID,city,postcode,state
8035,JACKS CREEK,2390,NSW
8036,KAPUTAR,2390,NSW
8037,NARRABRI,2390,NSW
8038,NARRABRI WEST,2390,NSW
8039,ROCKY CREEK,2390,NSW
8040,TARRIARO,2390,NSW
8041,TURRAWAN,2390,NSW
8042,BINNAWAY,2395,NSW
8043,ROPERS ROAD,2395,NSW
8044,WEETALIBA,2395,NSW
8045,BARADINE,2396,NSW
8046,BARWON,2396,NSW
8047,GOORIANAWA,2396,NSW
8048,KENEBRI,2396,NSW
8049,BELLATA,2397,NSW
8050,MILLIE,2397,NSW
8051,GURLEY,2398,NSW
8052,BINIGUY,2399,NSW
8053,PALLAMALLAWA,2399,NSW
8054,ASHLEY,2400,NSW
8055,BULLARAH,2400,NSW
8056,CROOBLE,2400,NSW
8057,MALLOWA,2400,NSW
8058,MOREE,2400,NSW
8059,MOREE EAST,2400,NSW
8060,TERRY HIE HIE,2400,NSW
8061,TULLOONA,2400,NSW
8062,GRAVESEND,2401,NSW
8063,BALFOURS PEAK,2402,NSW
8064,COOLATAI,2402,NSW
8065,WARIALDA,2402,NSW
8066,WARIALDA RAIL,2402,NSW
8067,DELUNGRA,2403,NSW
8068,GRAGIN,2403,NSW
8069,MYALL CREEK,2403,NSW
8070,BANGHEET,2404,NSW
8071,BINGARA,2404,NSW
8072,DINOGA,2404,NSW
8073,ELCOMBE,2404,NSW
8074,GINEROI,2404,NSW
8075,KEERA,2404,NSW
8076,PALLAL,2404,NSW
8077,RIVERVIEW,2404,NSW
8078,UPPER BINGARA,2404,NSW
8079,BOOMI,2405,NSW
8080,GARAH,2405,NSW
8081,MUNGINDI,2406,NSW
8082,MUNGINDI,2406,QLD
8083,WEEMELAH,2406,NSW
8084,BLUE NOBBY,2408,NSW
8085,NORTH STAR,2408,NSW
8086,YALLAROI,2408,NSW
8087,BOGGABILLA,2409,NSW
8088,BOONAL,2409,NSW
8089,TWIN RIVERS,2410,NSW
8090,YETMAN,2410,NSW
8091,CROPPA CREEK,2411,NSW
8092,MONKERAI,2415,NSW
8093,NOOROO,2415,NSW
8094,STROUD ROAD,2415,NSW
8095,UPPER KARUAH RIVER,2415,NSW
8096,WEISMANTELS,2415,NSW
8097,ALISON,2420,NSW
8098,BANDON GROVE,2420,NSW
8099,BENDOLBA,2420,NSW
8100,BROOKFIELD,2420,NSW
8101,CAMBRA,2420,NSW
8102,CHICHESTER,2420,NSW
8103,DUNGOG,2420,NSW
8104,FLAT TOPS,2420,NSW
8105,FOSTERTON,2420,NSW
8106,HANLEYS CREEK,2420,NSW
8107,HILLDALE,2420,NSW
8108,MAIN CREEK,2420,NSW
8109,MARSHDALE,2420,NSW
8110,MARTINS CREEK,2420,NSW
8111,MUNNI,2420,NSW
8112,SALISBURY,2420,NSW
8113,STROUD HILL,2420,NSW
8114,SUGARLOAF,2420,NSW
8115,TABBIL CREEK,2420,NSW
8116,UNDERBANK,2420,NSW
8117,WALLARINGA,2420,NSW
8118,WALLAROBBA,2420,NSW
8119,WIRRAGULLA,2420,NSW
8120,FISHERS HILL,2421,NSW
8121,PATERSON,2421,NSW
8122,SUMMER HILL,2421,NSW
8123,TOCAL,2421,NSW
8124,TORRYBURN,2421,NSW
8125,VACY,2421,NSW
8126,WEBBERS CREEK,2421,NSW
8127,BACK CREEK,2422,NSW
8128,BAKERS CREEK,2422,NSW
8129,BARRINGTON,2422,NSW
8130,BARRINGTON TOPS,2422,NSW
8131,BAXTERS RIDGE,2422,NSW
8132,BELBORA,2422,NSW
8133,BERRICO,2422,NSW
8134,BINDERA,2422,NSW
8135,BOWMAN,2422,NSW
8136,BOWMAN FARM,2422,NSW
8137,BRETTI,2422,NSW
8138,BULLIAC,2422,NSW
8139,BUNDOOK,2422,NSW
8140,CALLAGHANS CREEK,2422,NSW
8141,COBARK,2422,NSW
8142,CONEAC,2422,NSW
8143,COPELAND,2422,NSW
8144,CRAVEN,2422,NSW
8145,CRAVEN PLATEAU,2422,NSW
8146,CURRICABARK,2422,NSW
8147,DEWITT,2422,NSW
8148,FAULKLAND,2422,NSW
8149,FORBESDALE,2422,NSW
8150,GANGAT,2422,NSW
8151,GIRO,2422,NSW
8152,GLEN WARD,2422,NSW
8153,GLOUCESTER,2422,NSW
8154,GLOUCESTER TOPS,2422,NSW
8155,INVERGORDON,2422,NSW
8156,KIA ORA,2422,NSW
8157,MARES RUN,2422,NSW
8158,MERNOT,2422,NSW
8159,MOGRANI,2422,NSW
8160,MOPPY,2422,NSW
8161,RAWDON VALE,2422,NSW
8162,ROOKHURST,2422,NSW
8163,STRATFORD,2422,NSW
8164,TERREEL,2422,NSW
8165,TIBBUC,2422,NSW
8166,TITAATEE CREEK,2422,NSW
8167,TUGRABAKH,2422,NSW
8168,WALLANBAH,2422,NSW
8169,WARDS RIVER,2422,NSW
8170,WAUKIVORY,2422,NSW
8171,WOKO,2422,NSW
8172,BOMBAH POINT,2423,NSW
8173,BOOLAMBAYTE,2423,NSW
8174,BULAHDELAH,2423,NSW
8175,BUNGWAHL,2423,NSW
8176,COOLONGOLOOK,2423,NSW
8177,CRAWFORD RIVER,2423,NSW
8178,MARKWELL,2423,NSW
8179,MAYERS FLAT,2423,NSW
8180,MUNGO BRUSH,2423,NSW
8181,MYALL LAKE,2423,NSW
8182,NERONG,2423,NSW
8183,SEAL ROCKS,2423,NSW
8184,TOPI TOPI,2423,NSW
8185,UPPER MYALL,2423,NSW
8186,VIOLET HILL,2423,NSW
8187,WANG WAUK,2423,NSW
8188,WARRANULLA,2423,NSW
8189,WILLINA,2423,NSW
8190,WOOTTON,2423,NSW
8191,YAGON,2423,NSW
8192,CAFFREYS FLAT,2424,NSW
8193,CELLS RIVER,2424,NSW
8194,COOPLACURRIPA,2424,NSW
8195,CUNDLE FLAT,2424,NSW
8196,KNORRIT FLAT,2424,NSW
8197,KNORRIT FOREST,2424,NSW
8198,MOUNT GEORGE,2424,NSW
8199,NUMBER ONE,2424,NSW
8200,TIRI,2424,NSW
8201,ALLWORTH,2425,NSW
8202,BOORAL,2425,NSW
8203,GIRVAN,2425,NSW
8204,STROUD,2425,NSW
8205,THE BRANCH,2425,NSW
8206,WASHPOOL,2425,NSW
8207,COOPERNOOK,2426,NSW
8208,LANGLEY VALE,2426,NSW
8209,MOTO,2426,NSW
8210,CROWDY HEAD,2427,NSW
8211,HARRINGTON,2427,NSW
8212,BLUEYS BEACH,2428,NSW
8213,BOOMERANG BEACH,2428,NSW
8214,BOOTI BOOTI,2428,NSW
8215,CHARLOTTE BAY,2428,NSW
8216,COOMBA BAY,2428,NSW
8217,COOMBA PARK,2428,NSW
8218,DARAWANK,2428,NSW
8219,ELIZABETH BEACH,2428,NSW
8220,FORSTER,2428,NSW
8221,FORSTER SHOPPING VILLAGE,2428,NSW
8222,GREEN POINT,2428,NSW
8223,PACIFIC PALMS,2428,NSW
8224,SANDBAR,2428,NSW
8225,SHALLOW BAY,2428,NSW
8226,SMITHS LAKE,2428,NSW
8227,TARBUCK BAY,2428,NSW
8228,TIONA,2428,NSW
8229,TUNCURRY,2428,NSW
8230,WALLINGAT,2428,NSW
8231,WALLIS LAKE,2428,NSW
8232,WHOOTA,2428,NSW
8233,BOBIN,2429,NSW
8234,BOORGANNA,2429,NSW
8235,BUCCA WAUKA,2429,NSW
8236,BULGA FOREST,2429,NSW
8237,BUNYAH,2429,NSW
8238,BURRELL CREEK,2429,NSW
8239,CAPARRA,2429,NSW
8240,CEDAR PARTY,2429,NSW
8241,COMBOYNE,2429,NSW
8242,DINGO FOREST,2429,NSW
8243,DOLLYS FLAT,2429,NSW
8244,DYERS CROSSING,2429,NSW
8245,ELANDS,2429,NSW
8246,FIREFLY,2429,NSW
8247,INNES VIEW,2429,NSW
8248,KARAAK FLAT,2429,NSW
8249,KHATAMBUHL,2429,NSW
8250,KILLABAKH,2429,NSW
8251,KILLAWARRA,2429,NSW
8252,KIMBRIKI,2429,NSW
8253,KIPPAXS,2429,NSW
8254,KRAMBACH,2429,NSW
8255,KUNDIBAKH,2429,NSW
8256,MARLEE,2429,NSW
8257,MOORAL CREEK,2429,NSW
8258,STRATHCEDAR,2429,NSW
8259,THE BIGHT,2429,NSW
8260,TIPPERARY,2429,NSW
8261,WARRIWILLAH,2429,NSW
8262,WHERROL FLAT,2429,NSW
8263,WINGHAM,2429,NSW
8264,YARRATT FOREST,2429,NSW
8265,BLACK HEAD,2430,NSW
8266,BOHNOCK,2430,NSW
8267,BOOTAWA,2430,NSW
8268,BRIMBIN,2430,NSW
8269,CABBAGE TREE ISLAND,2430,NSW
8270,CHATHAM,2430,NSW
8271,CROKI,2430,NSW
8272,CUNDLETOWN,2430,NSW
8273,DIAMOND BEACH,2430,NSW
8274,DUMARESQ ISLAND,2430,NSW
8275,FAILFORD,2430,NSW
8276,GHINNI GHINNI,2430,NSW
8277,GLENTHORNE,2430,NSW
8278,HALLIDAYS POINT,2430,NSW
8279,HILLVILLE,2430,NSW
8280,JONES ISLAND,2430,NSW
8281,KIWARRAK,2430,NSW
8282,KOORAINGHAT,2430,NSW
8283,KUNDLE KUNDLE,2430,NSW
8284,LANSDOWNE,2430,NSW
8285,LANSDOWNE FOREST,2430,NSW
8286,MANNING POINT,2430,NSW
8287,MELINGA,2430,NSW
8288,MITCHELLS ISLAND,2430,NSW
8289,MONDROOK,2430,NSW
8290,OLD BAR,2430,NSW
8291,OXLEY ISLAND,2430,NSW
8292,PAMPOOLAH,2430,NSW
8293,POSSUM BRUSH,2430,NSW
8294,PURFLEET,2430,NSW
8295,RAINBOW FLAT,2430,NSW
8296,RED HEAD,2430,NSW
8297,SALTWATER,2430,NSW
8298,TALLWOODS VILLAGE,2430,NSW
8299,TAREE,2430,NSW
8300,TAREE SOUTH,2430,NSW
8301,TINONEE,2430,NSW
8302,UPPER LANSDOWNE,2430,NSW
8303,WALLABI POINT,2430,NSW
8304,ARAKOON,2431,NSW
8305,JERSEYVILLE,2431,NSW
8306,SOUTH WEST ROCKS,2431,NSW
8307,BATAR CREEK,2439,NSW
8308,BLACK CREEK,2439,NSW
8309,KENDALL,2439,NSW
8310,KEREWONG,2439,NSW
8311,KEW,2439,NSW
8312,LOGANS CROSSING,2439,NSW
8313,LORNE,2439,NSW
8314,ROSSGLEN,2439,NSW
8315,SWANS CROSSING,2439,NSW
8316,UPSALLS CREEK,2439,NSW
8317,ALDAVILLA,2440,NSW
8318,AUSTRAL EDEN,2440,NSW
8319,BELLBROOK,2440,NSW
8320,BELLIMBOPINNI,2440,NSW
8321,BELMORE RIVER,2440,NSW
8322,BURNT BRIDGE,2440,NSW
8323,CARRAI,2440,NSW
8324,CLYBUCCA,2440,NSW
8325,COLLOMBATTI,2440,NSW
8326,COMARA,2440,NSW
8327,CORANGULA,2440,NSW
8328,CRESCENT HEAD,2440,NSW
8329,DEEP CREEK,2440,NSW
8330,DONDINGALONG,2440,NSW
8331,EAST KEMPSEY,2440,NSW
8332,EUROKA,2440,NSW
8333,FREDERICKTON,2440,NSW
8334,GLADSTONE,2440,NSW
8335,GREENHILL,2440,NSW
8336,HAMPDEN HALL,2440,NSW
8337,HAT HEAD,2440,NSW
8338,HICKEYS CREEK,2440,NSW
8339,KEMPSEY,2440,NSW
8340,KINCHELA,2440,NSW
8341,LOWER CREEK,2440,NSW
8342,MILLBANK,2440,NSW
8343,MOONEBA,2440,NSW
8344,MOPARRABAH,2440,NSW
8345,MUNGAY CREEK,2440,NSW
8346,OLD STATION,2440,NSW
8347,POLA CREEK,2440,NSW
8348,RAINBOW REACH,2440,NSW
8349,SEVEN OAKS,2440,NSW
8350,SHERWOOD,2440,NSW
8351,SKILLION FLAT,2440,NSW
8352,SMITHTOWN,2440,NSW
8353,SOUTH KEMPSEY,2440,NSW
8354,SUMMER ISLAND,2440,NSW
8355,TEMAGOG,2440,NSW
8356,TOOROOKA,2440,NSW
8357,TURNERS FLAT,2440,NSW
8358,VERGES CREEK,2440,NSW
8359,WEST KEMPSEY,2440,NSW
8360,WILLAWARRIN,2440,NSW
8361,WILLI WILLI,2440,NSW
8362,WITTITRIN,2440,NSW
8363,YARRAVEL,2440,NSW
8364,YESSABAH,2440,NSW
8365,ALLGOMERA,2441,NSW
8366,BALLENGARRA,2441,NSW
8367,BARRAGANYATTI,2441,NSW
8368,BONVILLE,2441,NSW
8369,BRIL BRIL,2441,NSW
8370,BRINERVILLE,2441,NSW
8371,COOPERABUNG,2441,NSW
8372,EUNGAI CREEK,2441,NSW
8373,EUNGAI RAIL,2441,NSW
8374,FISHERMANS REACH,2441,NSW
8375,GRASSY HEAD,2441,NSW
8376,GUM SCRUB,2441,NSW
8377,HACKS FERRY,2441,NSW
8378,KIPPARA,2441,NSW
8379,KUNDABUNG,2441,NSW
8380,ROLLANDS PLAINS,2441,NSW
8381,STUARTS POINT,2441,NSW
8382,TAMBAN,2441,NSW
8383,TELEGRAPH POINT,2441,NSW
8384,UPPER ROLLANDS PLAINS,2441,NSW
8385,YARRAHAPINNI,2441,NSW
8386,KEMPSEY MSC,2442,NSW
8387,MID NORTH COAST MSC,2442,NSW
8388,BOBS CREEK,2443,NSW
8389,CAMDEN HEAD,2443,NSW
8390,CORALVILLE,2443,NSW
8391,CROWDY BAY NATIONAL PARK,2443,NSW
8392,DEAUVILLE,2443,NSW
8393,DIAMOND HEAD,2443,NSW
8394,DUNBOGAN,2443,NSW
8395,HANNAM VALE,2443,NSW
8396,HERONS CREEK,2443,NSW
8397,JOHNS RIVER,2443,NSW
8398,LAKEWOOD,2443,NSW
8399,LAURIETON,2443,NSW
8400,MIDDLE BROTHER,2443,NSW
8401,MOORLAND,2443,NSW
8402,NORTH BROTHER,2443,NSW
8403,NORTH HAVEN,2443,NSW
8404,STEWARTS RIVER,2443,NSW
8405,WAITUI,2443,NSW
8406,WEST HAVEN,2443,NSW
8407,BLACKMANS POINT,2444,NSW
8408,FERNBANK CREEK,2444,NSW
8409,FLYNNS BEACH,2444,NSW
8410,LIGHTHOUSE BEACH,2444,NSW
8411,LIMEBURNERS CREEK,2444,NSW
8412,NORTH SHORE,2444,NSW
8413,PORT MACQUARIE,2444,NSW
8414,PORT MACQUARIE BC,2444,NSW
8415,RIVERSIDE,2444,NSW
8416,SETTLEMENT CITY,2444,NSW
8417,THE HATCH,2444,NSW
8418,THRUMSTER,2444,NSW
8419,BONNY HILLS,2445,NSW
8420,GRANTS BEACH,2445,NSW
8421,JOLLY NOSE,2445,NSW
8422,LAKE CATHIE,2445,NSW
8423,BAGNOO,2446,NSW
8424,BAGO,2446,NSW
8425,BANDA BANDA,2446,NSW
8426,BEECHWOOD,2446,NSW
8427,BELLANGRY,2446,NSW
8428,BIRDWOOD,2446,NSW
8429,BROMBIN,2446,NSW
8430,BYABARRA,2446,NSW
8431,CAIRNCROSS,2446,NSW
8432,CROSSLANDS,2446,NSW
8433,DEBENHAM,2446,NSW
8434,DOYLES RIVER,2446,NSW
8435,ELLENBOROUGH,2446,NSW
8436,FORBES RIVER,2446,NSW
8437,FRAZERS CREEK,2446,NSW
8438,GEARYS FLAT,2446,NSW
8439,HARTYS PLAINS,2446,NSW
8440,HOLLISDALE,2446,NSW
8441,HUNTINGDON,2446,NSW
8442,HYNDMANS CREEK,2446,NSW
8443,KINDEE,2446,NSW
8444,KING CREEK,2446,NSW
8445,LAKE INNES,2446,NSW
8446,LONG FLAT,2446,NSW
8447,LOWER PAPPINBARRA,2446,NSW
8448,MARLO MERRICAN,2446,NSW
8449,MORTONS CREEK,2446,NSW
8450,MOUNT SEAVIEW,2446,NSW
8451,PAPPINBARRA,2446,NSW
8452,PEMBROOKE,2446,NSW
8453,PIPECLAY,2446,NSW
8454,RAWDON ISLAND,2446,NSW
8455,REDBANK,2446,NSW
8456,ROSEWOOD,2446,NSW
8457,SANCROX,2446,NSW
8458,TOMS CREEK,2446,NSW
8459,UPPER PAPPINBARRA,2446,NSW
8460,WAUCHOPE,2446,NSW
8461,WERRIKIMBE,2446,NSW
8462,YARRAS,2446,NSW
8463,YIPPIN CREEK,2446,NSW
8464,BAKERS CREEK,2447,NSW
8465,BURRAPINE,2447,NSW
8466,CONGARINNI,2447,NSW
8467,CONGARINNI NORTH,2447,NSW
8468,DONNELLYVILLE,2447,NSW
8469,GUMMA,2447,NSW
8470,MACKSVILLE,2447,NSW
8471,NEWEE CREEK,2447,NSW
8472,NORTH MACKSVILLE,2447,NSW
8473,SCOTTS HEAD,2447,NSW
8474,TALARM,2447,NSW
8475,TAYLORS ARM,2447,NSW
8476,THUMB CREEK,2447,NSW
8477,UPPER TAYLORS ARM,2447,NSW
8478,UTUNGUN,2447,NSW
8479,WARRELL CREEK,2447,NSW
8480,WAY WAY,2447,NSW
8481,WIRRIMBI,2447,NSW
8482,YARRANBELLA,2447,NSW
8483,HYLAND PARK,2448,NSW
8484,NAMBUCCA HEADS,2448,NSW
8485,VALLA,2448,NSW
8486,VALLA BEACH,2448,NSW
8487,ARGENTS HILL,2449,NSW
8488,BOWRAVILLE,2449,NSW
8489,BUCKRA BENDINNI,2449,NSW
8490,GIRRALONG,2449,NSW
8491,KENNAICLE CREEK,2449,NSW
8492,KILLIEKRANKIE,2449,NSW
8493,MISSABOTTI,2449,NSW
8494,SOUTH ARM,2449,NSW
8495,TEWINGA,2449,NSW
8496,BOAMBEE,2450,NSW
8497,BROOKLANA,2450,NSW
8498,BUCCA,2450,NSW
8499,COFFS HARBOUR,2450,NSW
8500,COFFS HARBOUR JETTY,2450,NSW
8501,COFFS HARBOUR PLAZA,2450,NSW
8502,CORAMBA,2450,NSW
8503,GLENREAGH,2450,NSW
8504,KARANGI,2450,NSW
8505,KORORA,2450,NSW
8506,LOWANNA,2450,NSW
8507,MOONEE BEACH,2450,NSW
8508,NANA GLEN,2450,NSW
8509,NORTH BOAMBEE VALLEY,2450,NSW
8510,SAPPHIRE BEACH,2450,NSW
8511,SHERWOOD,2450,NSW
8512,ULONG,2450,NSW
8513,UPPER ORARA,2450,NSW
8514,BOAMBEE EAST,2452,NSW
8515,SAWTELL,2452,NSW
8516,TOORMINA,2452,NSW
8517,BIELSDOWN HILLS,2453,NSW
8518,BILLYS CREEK,2453,NSW
8519,BOSTOBRICK,2453,NSW
8520,CASCADE,2453,NSW
8521,CLOUDS CREEK,2453,NSW
8522,DEER VALE,2453,NSW
8523,DORRIGO,2453,NSW
8524,DORRIGO MOUNTAIN,2453,NSW
8525,DUNDURRABIN,2453,NSW
8526,EBOR,2453,NSW
8527,FERNBROOK,2453,NSW
8528,HERNANI,2453,NSW
8529,MARENGO,2453,NSW
8530,MEGAN,2453,NSW
8531,MOONPAR,2453,NSW
8532,NEVER NEVER,2453,NSW
8533,NORTH DORRIGO,2453,NSW
8534,TALLOWWOOD RIDGE,2453,NSW
8535,TYRINGHAM,2453,NSW
8536,WILD CATTLE CREEK,2453,NSW
8537,BELLINGEN,2454,NSW
8538,BRIERFIELD,2454,NSW
8539,BUNDAGEN,2454,NSW
8540,DARKWOOD,2454,NSW
8541,FERNMOUNT,2454,NSW
8542,GLENIFFER,2454,NSW
8543,KALANG,2454,NSW
8544,MYLESTOM,2454,NSW
8545,RALEIGH,2454,NSW
8546,REPTON,2454,NSW
8547,SPICKETTS CREEK,2454,NSW
8548,THORA,2454,NSW
8549,VALERY,2454,NSW
8550,URUNGA,2455,NSW
8551,ARRAWARRA,2456,NSW
8552,ARRAWARRA HEADLAND,2456,NSW
8553,CORINDI BEACH,2456,NSW
8554,EMERALD BEACH,2456,NSW
8555,MULLAWAY,2456,NSW
8556,RED ROCK,2456,NSW
8557,SAFETY BEACH,2456,NSW
8558,SANDY BEACH,2456,NSW
8559,UPPER CORINDI,2456,NSW
8560,WOOLGOOLGA,2456,NSW
8561,ALUMY CREEK,2460,NSW
8562,BARCOONGERE,2460,NSW
8563,BARRETTS CREEK,2460,NSW
8564,BARYULGIL,2460,NSW
8565,BLAXLANDS CREEK,2460,NSW
8566,BOM BOM,2460,NSW
8567,BOOKRAM,2460,NSW
8568,BRAUNSTONE,2460,NSW
8569,BRUSHGROVE,2460,NSW
8570,BUCCARUMBI,2460,NSW
8571,CALAMIA,2460,NSW
8572,CANGAI,2460,NSW
8573,CARNHAM,2460,NSW
8574,CARRS CREEK,2460,NSW
8575,CARRS ISLAND,2460,NSW
8576,CARRS PENINSULAR,2460,NSW
8577,CHAELUNDI,2460,NSW
8578,CHAMBIGNE,2460,NSW
8579,CLARENZA,2460,NSW
8580,CLIFDEN,2460,NSW
8581,COALDALE,2460,NSW
8582,COLLUM COLLUM,2460,NSW
8583,COOMBADJHA,2460,NSW
8584,COPMANHURST,2460,NSW
8585,COUTTS CROSSING,2460,NSW
8586,COWPER,2460,NSW
8587,CROWTHER ISLAND,2460,NSW
8588,DALMORTON,2460,NSW
8589,DEEP CREEK,2460,NSW
8590,DILKOON,2460,NSW
8591,DIRTY CREEK,2460,NSW
8592,DUMBUDGERY,2460,NSW
8593,EATONSVILLE,2460,NSW
8594,EIGHTEEN MILE,2460,NSW
8595,ELLAND,2460,NSW
8596,FINE FLOWER,2460,NSW
8597,FORTIS CREEK,2460,NSW
8598,GLENUGIE,2460,NSW
8599,GRAFTON,2460,NSW
8600,GRAFTON WEST,2460,NSW
8601,GREAT MARLOW,2460,NSW
8602,GURRANANG,2460,NSW
8603,HALFWAY CREEK,2460,NSW
8604,HEIFER STATION,2460,NSW
8605,JACKADGERY,2460,NSW
8606,JUNCTION HILL,2460,NSW
8607,KANGAROO CREEK,2460,NSW
8608,KOOLKHAN,2460,NSW
8609,KREMNOS,2460,NSW
8610,KUNGALA,2460,NSW
8611,KYARRAN,2460,NSW
8612,LANITZA,2460,NSW
8613,LAWRENCE,2460,NSW
8614,LEVENSTRATH,2460,NSW
8615,LILYDALE,2460,NSW
8616,LIONSVILLE,2460,NSW
8617,LOWER SOUTHGATE,2460,NSW
8618,MALABUGILMAH,2460,NSW
8619,MOLEVILLE CREEK,2460,NSW
8620,MOUNTAIN VIEW,2460,NSW
8621,MYLNEFORD,2460,NSW
8622,NEWBOLD,2460,NSW
8623,NYMBOIDA,2460,NSW
8624,PULGANBAR,2460,NSW
8625,PUNCHBOWL,2460,NSW
8626,RAMORNIE,2460,NSW
8627,RUSHFORTH,2460,NSW
8628,SANDY CROSSING,2460,NSW
8629,SEELANDS,2460,NSW
8630,SHANNONDALE,2460,NSW
8631,SMITHS CREEK,2460,NSW
8632,SOUTH ARM,2460,NSW
8633,SOUTH GRAFTON,2460,NSW
8634,SOUTHAMPTON,2460,NSW
8635,SOUTHGATE,2460,NSW
8636,STOCKYARD CREEK,2460,NSW
8637,THE PINNACLES,2460,NSW
8638,THE WHITEMAN,2460,NSW
8639,TOWALLUM,2460,NSW
8640,TRENAYR,2460,NSW
8641,TYNDALE,2460,NSW
8642,UPPER COPMANHURST,2460,NSW
8643,UPPER FINE FLOWER,2460,NSW
8644,WARRAGAI CREEK,2460,NSW
8645,WASHPOOL,2460,NSW
8646,WATERVIEW,2460,NSW
8647,WATERVIEW HEIGHTS,2460,NSW
8648,WELLS CROSSING,2460,NSW
8649,WHITEMAN CREEK,2460,NSW
8650,WINEGROVE,2460,NSW
8651,WOMBAT CREEK,2460,NSW
8652,CALLIOPE,2462,NSW
8653,COLDSTREAM,2462,NSW
8654,DIGGERS CAMP,2462,NSW
8655,GILLETTS RIDGE,2462,NSW
8656,LAKE HIAWATHA,2462,NSW
8657,LAVADIA,2462,NSW
8658,MINNIE WATER,2462,NSW
8659,PILLAR VALLEY,2462,NSW
8660,SWAN CREEK,2462,NSW
8661,TUCABIA,2462,NSW
8662,ULMARRA,2462,NSW
8663,WOOLI,2462,NSW
8664,ASHBY,2463,NSW
8665,ASHBY HEIGHTS,2463,NSW
8666,ASHBY ISLAND,2463,NSW
8667,BROOMS HEAD,2463,NSW
8668,GULMARRAD,2463,NSW
8669,ILARWILL,2463,NSW
8670,JACKY BULBIN FLAT,2463,NSW
8671,JAMES CREEK,2463,NSW
8672,MACLEAN,2463,NSW
8673,PALMERS CHANNEL,2463,NSW
8674,PALMERS ISLAND,2463,NSW
8675,SANDON,2463,NSW
8676,SHARK CREEK,2463,NSW
8677,TALOUMBI,2463,NSW
8678,THE SANDON,2463,NSW
8679,TOWNSEND,2463,NSW
8680,TULLYMORGAN,2463,NSW
8681,WOODFORD ISLAND,2463,NSW
8682,ANGOURIE,2464,NSW
8683,FREEBURN ISLAND,2464,NSW
8684,MICALO ISLAND,2464,NSW
8685,WOOLOWEYAH,2464,NSW
8686,YAMBA,2464,NSW
8687,YURAYGIR,2464,NSW
8688,HARWOOD,2465,NSW
8689,ILUKA,2466,NSW
8690,THE FRESHWATER,2466,NSW
8691,WOODY HEAD,2466,NSW
8692,ALICE,2469,NSW
8693,BANYABBA,2469,NSW
8694,BEAN CREEK,2469,NSW
8695,BINGEEBEEBRA CREEK,2469,NSW
8696,BONALBO,2469,NSW
8697,BOTTLE CREEK,2469,NSW
8698,BULLDOG,2469,NSW
8699,BUNGAWALBIN,2469,NSW
8700,BUSBYS FLAT,2469,NSW
8701,CAMBRIDGE PLATEAU,2469,NSW
8702,CAMIRA,2469,NSW
8703,CAPEEN CREEK,2469,NSW
8704,CHATSWORTH,2469,NSW
8705,CLEARFIELD,2469,NSW
8706,COONGBAR,2469,NSW
8707,CULMARAN CREEK,2469,NSW
8708,DEEP CREEK,2469,NSW
8709,DRAKE,2469,NSW
8710,DRAKE VILLAGE,2469,NSW
8711,DUCK CREEK,2469,NSW
8712,EWINGAR,2469,NSW
8713,GIBBERAGEE,2469,NSW
8714,GOODWOOD ISLAND,2469,NSW
8715,GORGE CREEK,2469,NSW
8716,HAYSTACK,2469,NSW
8717,HOGARTH RANGE,2469,NSW
8718,JACKSONS FLAT,2469,NSW
8719,JOES BOX,2469,NSW
8720,KEYBARBIN,2469,NSW
8721,KIPPENDUFF,2469,NSW
8722,LOUISA CREEK,2469,NSW
8723,LOWER BOTTLE CREEK,2469,NSW
8724,LOWER DUCK CREEK,2469,NSW
8725,LOWER PEACOCK,2469,NSW
8726,MALLANGANEE,2469,NSW
8727,MOOKIMA WYBRA,2469,NSW
8728,MORORO,2469,NSW
8729,MOUNT MARSH,2469,NSW
8730,MUMMULGUM,2469,NSW
8731,MYRTLE CREEK,2469,NSW
8732,OLD BONALBO,2469,NSW
8733,PADDYS FLAT,2469,NSW
8734,PAGANS FLAT,2469,NSW
8735,PEACOCK CREEK,2469,NSW
8736,PIKAPENE,2469,NSW
8737,RAPPVILLE,2469,NSW
8738,SANDILANDS,2469,NSW
8739,SIMPKINS CREEK,2469,NSW
8740,SIX MILE SWAMP,2469,NSW
8741,TABULAM,2469,NSW
8742,THERESA CREEK,2469,NSW
8743,TUNGLEBUNG,2469,NSW
8744,UPPER DUCK CREEK,2469,NSW
8745,WARREGAH ISLAND,2469,NSW
8746,WHIPORIE,2469,NSW
8747,WOOMBAH,2469,NSW
8748,WYAN,2469,NSW
8749,YABBRA,2469,NSW
8750,BABYL CREEK,2470,NSW
8751,BACKMEDE,2470,NSW
8752,CASINO,2470,NSW
8753,COOMBELL,2470,NSW
8754,DOBIES BIGHT,2470,NSW
8755,DOUBTFUL CREEK,2470,NSW
8756,DYRAABA,2470,NSW
8757,ELLANGOWAN,2470,NSW
8758,FAIRY HILL,2470,NSW
8759,IRVINGTON,2470,NSW
8760,LEEVILLE,2470,NSW
8761,LOWER DYRAABA,2470,NSW
8762,MONGOGARIE,2470,NSW
8763,NAUGHTONS GAP,2470,NSW
8764,NORTH CASINO,2470,NSW
8765,PIORA,2470,NSW
8766,SEXTONVILLE,2470,NSW
8767,SHANNON BROOK,2470,NSW
8768,SPRING GROVE,2470,NSW
8769,STRATHEDEN,2470,NSW
8770,UPPER MONGOGARIE,2470,NSW
